"","date","type","game_id","year","location","team","opponent"
"277",2023-11-09,"nc","Stephen F. AustinMiddle Tennessee11-9",2024,"home","Middle Tennessee","Stephen F. Austin"
"278",2023-11-09,"nc","New MexicoSaint Mary's11-9",2024,"home","Saint Mary's","New Mexico"
"279",2023-11-09,"nc","LindenwoodIowa St.11-9",2024,"home","Iowa St.","Lindenwood"
"280",2023-11-09,"nond1","CheyneyMorgan St.11-9",2024,"home","Morgan St.","Cheyney"
"281",2023-11-09,"nond1","Mid-Atlantic Christ.Hampton11-9",2024,"home","Hampton","Mid-Atlantic Christ."
"282",2023-11-09,"nond1","Bethesda (CA)San Jose St.11-9",2024,"home","San Jose St.","Bethesda (CA)"
"283",2023-11-09,"nc","ArmyStonehill11-9",2024,"home","Stonehill","Army"
"284",2023-11-09,"nond1","LIFE PacificSouthern Utah11-9",2024,"home","Southern Utah","LIFE Pacific"
"285",2023-11-09,"nc","FairfieldRhode Island11-9",2024,"home","Rhode Island","Fairfield"
"286",2023-11-09,"nc","Cal St. BakersfieldUSC11-9",2024,"home","USC","Cal St. Bakersfield"
"287",2023-11-09,"nond1","St. Francis (IL)Green Bay11-9",2024,"home","Green Bay","St. Francis (IL)"
"288",2023-11-09,"nond1","Worcester St.Merrimack11-9",2024,"home","Merrimack","Worcester St."
"289",2023-11-09,"nond1","Kentucky St.Tennessee St.11-9",2024,"home","Tennessee St.","Kentucky St."
"290",2023-11-09,"nc","Western KentuckyWichita St.11-9",2024,"home","Wichita St.","Western Kentucky"
"291",2023-11-10,"nc","Abilene ChristianNorth Carolina St.11-10",2024,"home","North Carolina St.","Abilene Christian"
"292",2023-11-10,"nc","Wright St.Colorado St.11-10",2024,"home","Colorado St.","Wright St."
"293",2023-11-10,"nc","BelmontFurman11-10",2024,"home","Furman","Belmont"
"294",2023-11-10,"nc","ClemsonUAB11-10",2024,"neutral","UAB","Clemson"
"295",2023-11-10,"nc","San Diego St.BYU11-10",2024,"home","BYU","San Diego St."
"296",2023-11-10,"nc","Little RockIllinois Chicago11-10",2024,"home","Illinois Chicago","Little Rock"
"297",2023-11-10,"nc","JacksonvilleXavier11-10",2024,"home","Xavier","Jacksonville"
"298",2023-11-10,"nc","CharlotteLiberty11-10",2024,"neutral","Liberty","Charlotte"
"299",2023-11-10,"nc","Wake ForestGeorgia11-10",2024,"home","Georgia","Wake Forest"
"300",2023-11-10,"nc","Le MoyneVillanova11-10",2024,"home","Villanova","Le Moyne"
"301",2023-11-10,"nc","DavidsonMaryland11-10",2024,"neutral","Maryland","Davidson"
"302",2023-11-10,"nc","HarvardRice11-10",2024,"home","Rice","Harvard"
"303",2023-11-10,"nc","RiderMarquette11-10",2024,"home","Marquette","Rider"
"304",2023-11-10,"nc","Boston CollegeThe Citadel11-10",2024,"home","The Citadel","Boston College"
"305",2023-11-10,"nc","ArizonaDuke11-10",2024,"home","Duke","Arizona"
"306",2023-11-10,"nc","LehighPenn St.11-10",2024,"home","Penn St.","Lehigh"
"307",2023-11-10,"nc","Nicholls St.LSU11-10",2024,"home","LSU","Nicholls St."
"308",2023-11-10,"nond1","Mid-Amer. ChristianOral Roberts11-10",2024,"home","Oral Roberts","Mid-Amer. Christian"
"309",2023-11-10,"nc","ChattanoogaLouisville11-10",2024,"home","Louisville","Chattanooga"
"310",2023-11-10,"nc","USC UpstateVanderbilt11-10",2024,"home","Vanderbilt","USC Upstate"
"311",2023-11-10,"nc","Southern MissAkron11-10",2024,"home","Akron","Southern Miss"
"312",2023-11-10,"nc","MemphisMissouri11-10",2024,"home","Missouri","Memphis"
"313",2023-11-10,"nond1","HendrixCentral Arkansas11-10",2024,"home","Central Arkansas","Hendrix"
"314",2023-11-10,"nc","Tennessee TechMurray St.11-10",2024,"home","Murray St.","Tennessee Tech"
"315",2023-11-10,"nc","LafayetteUCLA11-10",2024,"home","UCLA","Lafayette"
"316",2023-11-10,"nc","PacificCalifornia11-10",2024,"home","California","Pacific"
"317",2023-11-10,"nc","Texas A&MOhio St.11-10",2024,"home","Ohio St.","Texas A&M"
"318",2023-11-10,"nc","UTSAMinnesota11-10",2024,"home","Minnesota","UTSA"
"319",2023-11-10,"nc","Mississippi Valley St.Oklahoma11-10",2024,"home","Oklahoma","Mississippi Valley St."
"320",2023-11-10,"nc","Gardner WebbArkansas11-10",2024,"home","Arkansas","Gardner Webb"
"321",2023-11-10,"nc","YaleGonzaga11-10",2024,"home","Gonzaga","Yale"
"322",2023-11-10,"nc","Morehead St.Purdue11-10",2024,"home","Purdue","Morehead St."
"323",2023-11-10,"nc","TennesseeWisconsin11-10",2024,"home","Wisconsin","Tennessee"
"324",2023-11-10,"nc","Jackson St.Cal Baptist11-10",2024,"home","Cal Baptist","Jackson St."
"325",2023-11-10,"nc","Eastern WashingtonMississippi11-10",2024,"home","Mississippi","Eastern Washington"
"326",2023-11-10,"nc","OaklandIllinois11-10",2024,"home","Illinois","Oakland"
"327",2023-11-10,"nc","Delaware St.Texas11-10",2024,"home","Texas","Delaware St."
"328",2023-11-10,"nc","MonmouthWest Virginia11-10",2024,"home","West Virginia","Monmouth"
"329",2023-11-10,"nc","QueensSouthern Illinois11-10",2024,"home","Southern Illinois","Queens"
"330",2023-11-10,"nc","Texas A&M CommerceKentucky11-10",2024,"home","Kentucky","Texas A&M Commerce"
"331",2023-11-10,"nc","UT Rio Grande ValleySouth Dakota11-10",2024,"home","South Dakota","UT Rio Grande Valley"
"332",2023-11-10,"nond1","Trinity (FL)Bethune Cookman11-10",2024,"home","Bethune Cookman","Trinity (FL)"
"333",2023-11-10,"nc","Prairie View A&MWashington St.11-10",2024,"home","Washington St.","Prairie View A&M"
"334",2023-11-10,"nc","Youngstown St.Michigan11-10",2024,"home","Michigan","Youngstown St."
"335",2023-11-10,"nc","BellarmineKansas St.11-10",2024,"home","Kansas St.","Bellarmine"
"336",2023-11-10,"nc","DaytonNorthwestern11-10",2024,"home","Northwestern","Dayton"
"337",2023-11-10,"nc","College of CharlestonDuquesne11-10",2024,"neutral","Duquesne","College of Charleston"
"338",2023-11-10,"nc","IUPUIValparaiso11-10",2024,"home","Valparaiso","IUPUI"
"339",2023-11-10,"nc","SamfordVCU11-10",2024,"home","VCU","Samford"
"340",2023-11-10,"nc","Grambling St.Colorado11-10",2024,"home","Colorado","Grambling St."
"341",2023-11-10,"nc","Southeastern LouisianaAuburn11-10",2024,"home","Auburn","Southeastern Louisiana"
"342",2023-11-10,"nc","Idaho St.St. Thomas11-10",2024,"home","St. Thomas","Idaho St."
"343",2023-11-10,"nond1","WilberforceEastern Kentucky11-10",2024,"home","Eastern Kentucky","Wilberforce"
"344",2023-11-10,"nc","PennSaint Joseph's11-10",2024,"home","Saint Joseph's","Penn"
"345",2023-11-10,"nond1","St. Joseph's LIStony Brook11-10",2024,"home","Stony Brook","St. Joseph's LI"
"346",2023-11-10,"nc","FloridaVirginia11-10",2024,"neutral","Virginia","Florida"
"347",2023-11-10,"nc","UCFMiami FL11-10",2024,"home","Miami FL","UCF"
"348",2023-11-10,"nc","South CarolinaVirginia Tech11-10",2024,"neutral","Virginia Tech","South Carolina"
"349",2023-11-10,"nc","Indiana St.Alabama11-10",2024,"home","Alabama","Indiana St."
"350",2023-11-10,"nc","UMass LowellDartmouth11-10",2024,"home","Dartmouth","UMass Lowell"
"351",2023-11-10,"nc","ManhattanKansas11-10",2024,"home","Kansas","Manhattan"
"352",2023-11-10,"nc","UC RiversideUtah11-10",2024,"home","Utah","UC Riverside"
"353",2023-11-10,"nc","Central ConnecticutQuinnipiac11-10",2024,"home","Quinnipiac","Central Connecticut"
"354",2023-11-10,"nc","North Carolina A&TUNC Greensboro11-10",2024,"home","UNC Greensboro","North Carolina A&T"
"355",2023-11-10,"nc","PrincetonHofstra11-10",2024,"home","Hofstra","Princeton"
"356",2023-11-10,"nc","Southeast Missouri St.Butler11-10",2024,"home","Butler","Southeast Missouri St."
"357",2023-11-10,"nc","Alabama St.Iowa11-10",2024,"home","Iowa","Alabama St."
"358",2023-11-10,"nc","MontanaOregon11-10",2024,"home","Oregon","Montana"
"359",2023-11-10,"nc","Kennesaw St.Florida St.11-10",2024,"home","Florida St.","Kennesaw St."
"360",2023-11-10,"nc","TempleNavy11-10",2024,"home","Navy","Temple"
"361",2023-11-10,"nc","Sacred HeartIona11-10",2024,"home","Iona","Sacred Heart"
"362",2023-11-10,"nc","MarshallRadford11-10",2024,"neutral","Radford","Marshall"
"363",2023-11-10,"nc","TroyOregon St.11-10",2024,"home","Oregon St.","Troy"
"364",2023-11-10,"nond1","Ave MariaFlorida Gulf Coast11-10",2024,"home","Florida Gulf Coast","Ave Maria"
"365",2023-11-10,"nc","DetroitCincinnati11-10",2024,"home","Cincinnati","Detroit"
"366",2023-11-10,"nc","Boston UniversityRutgers11-10",2024,"home","Rutgers","Boston University"
"367",2023-11-10,"nc","Air ForceLIU Brooklyn11-10",2024,"home","LIU Brooklyn","Air Force"
"368",2023-11-10,"nc","BinghamtonPittsburgh11-10",2024,"home","Pittsburgh","Binghamton"
"369",2023-11-10,"nond1","Biblical Stud. (TX)McNeese St.11-10",2024,"home","McNeese St.","Biblical Stud. (TX)"
"370",2023-11-10,"nc","Austin PeayGeorge Mason11-10",2024,"home","George Mason","Austin Peay"
"371",2023-11-10,"nc","Sacramento St.Stanford11-10",2024,"home","Stanford","Sacramento St."
"372",2023-11-11,"nond1","Southwestern Christ.Arkansas Pine Bluff11-11",2024,"home","Arkansas Pine Bluff","Southwestern Christ."
"373",2023-11-11,"nc","Louisiana MonroeCentral Michigan11-11",2024,"home","Central Michigan","Louisiana Monroe"
"374",2023-11-11,"nc","Loyola MDBrown11-11",2024,"home","Brown","Loyola MD"
"375",2023-11-11,"nc","New Mexico St.UC Irvine11-11",2024,"home","UC Irvine","New Mexico St."
"376",2023-11-11,"nc","CanisiusSt. Bonaventure11-11",2024,"home","St. Bonaventure","Canisius"
"377",2023-11-11,"nc","NortheasternLa Salle11-11",2024,"home","La Salle","Northeastern"
"378",2023-11-11,"nc","Montana St.Seattle11-11",2024,"home","Seattle","Montana St."
"379",2023-11-11,"nc","Utah St.Bradley11-11",2024,"home","Bradley","Utah St."
"380",2023-11-11,"nc","MaristUMBC11-11",2024,"home","UMBC","Marist"
"381",2023-11-11,"nc","Louisiana LafayetteToledo11-11",2024,"home","Toledo","Louisiana Lafayette"
"382",2023-11-11,"nc","San DiegoUC San Diego11-11",2024,"home","UC San Diego","San Diego"
"383",2023-11-11,"nc","Fresno St.Kent St.11-11",2024,"home","Kent St.","Fresno St."
"384",2023-11-11,"nond1","St. Mary's KSUMKC11-11",2024,"home","UMKC","St. Mary's KS"
"385",2023-11-11,"nc","OhioCleveland St.11-11",2024,"home","Cleveland St.","Ohio"
"386",2023-11-11,"nc","DrexelWinthrop11-11",2024,"home","Winthrop","Drexel"
"387",2023-11-11,"nc","Appalachian St.Northern Illinois11-11",2024,"home","Northern Illinois","Appalachian St."
"388",2023-11-11,"nc","Incarnate WordTulsa11-11",2024,"home","Tulsa","Incarnate Word"
"389",2023-11-11,"nc","St. Francis PASanta Clara11-11",2024,"home","Santa Clara","St. Francis PA"
"390",2023-11-11,"nc","SienaRichmond11-11",2024,"home","Richmond","Siena"
"391",2023-11-11,"nc","MilwaukeeProvidence11-11",2024,"home","Providence","Milwaukee"
"392",2023-11-11,"nc","Utah TechJacksonville St.11-11",2024,"home","Jacksonville St.","Utah Tech"
"393",2023-11-11,"nc","Western CarolinaNotre Dame11-11",2024,"home","Notre Dame","Western Carolina"
"394",2023-11-11,"nc","North Dakota St.Creighton11-11",2024,"home","Creighton","North Dakota St."
"395",2023-11-11,"nc","Arkansas St.Bowling Green11-11",2024,"home","Bowling Green","Arkansas St."
"396",2023-11-11,"nc","Nebraska OmahaNorth Texas11-11",2024,"home","North Texas","Nebraska Omaha"
"397",2023-11-11,"nc","Georgia SouthernEastern Michigan11-11",2024,"home","Eastern Michigan","Georgia Southern"
"398",2023-11-11,"nc","Tennessee MartinMississippi St.11-11",2024,"home","Mississippi St.","Tennessee Martin"
"399",2023-11-11,"nc","Texas St.Miami OH11-11",2024,"home","Miami OH","Texas St."
"400",2023-11-11,"nc","Cal PolyWyoming11-11",2024,"home","Wyoming","Cal Poly"
"401",2023-11-11,"nc","Eastern IllinoisLoyola Chicago11-11",2024,"home","Loyola Chicago","Eastern Illinois"
"402",2023-11-11,"nond1","CairnMaryland Eastern Shore11-11",2024,"home","Maryland Eastern Shore","Cairn"
"403",2023-11-11,"nc","Fairleigh DickinsonSeton Hall11-11",2024,"home","Seton Hall","Fairleigh Dickinson"
"404",2023-11-11,"nc","CornellFordham11-11",2024,"home","Fordham","Cornell"
"405",2023-11-11,"nc","Long Beach St.DePaul11-11",2024,"home","DePaul","Long Beach St."
"406",2023-11-11,"nc","High PointWofford11-11",2024,"home","Wofford","High Point"
"407",2023-11-11,"nc","UNC WilmingtonUNC Asheville11-11",2024,"home","UNC Asheville","UNC Wilmington"
"408",2023-11-11,"nc","CampbellEast Carolina11-11",2024,"home","East Carolina","Campbell"
"409",2023-11-11,"nc","South AlabamaBuffalo11-11",2024,"home","Buffalo","South Alabama"
"410",2023-11-11,"nc","Texas SouthernArizona St.11-11",2024,"home","Arizona St.","Texas Southern"
"411",2023-11-11,"nond1","Southern-N.O.New Orleans11-11",2024,"home","New Orleans","Southern-N.O."
"412",2023-11-11,"nc","AlbanyColumbia11-11",2024,"home","Columbia","Albany"
"413",2023-11-11,"nc","Saint Peter'sNJIT11-11",2024,"home","NJIT","Saint Peter's"
"414",2023-11-11,"nond1","La SierraCal St. Fullerton11-11",2024,"home","Cal St. Fullerton","La Sierra"
"415",2023-11-11,"nc","Texas A&M Corpus ChrisHouston11-11",2024,"home","Houston","Texas A&M Corpus Chris"
"416",2023-11-11,"nc","Coppin St.Mount St. Mary's11-11",2024,"home","Mount St. Mary's","Coppin St."
"417",2023-11-11,"nc","Georgia St.Western Michigan11-11",2024,"home","Western Michigan","Georgia St."
"418",2023-11-11,"nc","Illinois St.Saint Louis11-11",2024,"home","Saint Louis","Illinois St."
"419",2023-11-11,"nc","StetsonUNLV11-11",2024,"home","UNLV","Stetson"
"420",2023-11-11,"nc","BucknellNiagara11-11",2024,"home","Niagara","Bucknell"
"421",2023-11-11,"nond1","AsburyLipscomb11-11",2024,"home","Lipscomb","Asbury"
"422",2023-11-11,"nc","Holy CrossGeorgetown11-11",2024,"home","Georgetown","Holy Cross"
"423",2023-11-11,"nond1","Plattsburgh St.Vermont11-11",2024,"home","Vermont","Plattsburgh St."
"424",2023-11-11,"nc","Old DominionBall St.11-11",2024,"home","Ball St.","Old Dominion"
"425",2023-11-11,"nond1","UNT DallasTarleton St.11-11",2024,"home","Tarleton St.","UNT Dallas"
"426",2023-11-11,"nc","StonehillConnecticut11-11",2024,"home","Connecticut","Stonehill"
"427",2023-11-11,"nc","William & MaryGeorge Washington11-11",2024,"home","George Washington","William & Mary"
"428",2023-11-11,"nond1","St. Mary's MDLongwood11-11",2024,"home","Longwood","St. Mary's MD"
"429",2023-11-11,"nond1","UT TylerUT Arlington11-11",2024,"home","UT Arlington","UT Tyler"
"430",2023-11-12,"nond1","LinfieldPortland St.11-12",2024,"home","Portland St.","Linfield"
"431",2023-11-12,"nc","ArmyIndiana11-12",2024,"home","Indiana","Army"
"432",2023-11-12,"nc","MarylandUAB11-12",2024,"neutral","UAB","Maryland"
"433",2023-11-12,"nc","Robert MorrisTowson11-12",2024,"home","Towson","Robert Morris"
"434",2023-11-12,"nc","HowardJames Madison11-12",2024,"home","James Madison","Howard"
"435",2023-11-12,"nc","UC DavisMontana11-12",2024,"home","Montana","UC Davis"
"436",2023-11-12,"nc","Gardner WebbBaylor11-12",2024,"home","Baylor","Gardner Webb"
"437",2023-11-12,"nc","Weber St.Saint Mary's11-12",2024,"home","Saint Mary's","Weber St."
"438",2023-11-12,"nc","MerrimackMaine11-12",2024,"home","Maine","Merrimack"
"439",2023-11-12,"nc","Sam Houston St.Oklahoma St.11-12",2024,"home","Oklahoma St.","Sam Houston St."
"440",2023-11-12,"nc","ClemsonDavidson11-12",2024,"neutral","Davidson","Clemson"
"441",2023-11-12,"nc","NevadaWashington11-12",2024,"home","Washington","Nevada"
"442",2023-11-12,"nc","Northern ArizonaGrand Canyon11-12",2024,"home","Grand Canyon","Northern Arizona"
"443",2023-11-12,"nc","YaleLoyola Marymount11-12",2024,"home","Loyola Marymount","Yale"
"444",2023-11-12,"nond1","St. AmbroseWestern Illinois11-12",2024,"home","Western Illinois","St. Ambrose"
"445",2023-11-12,"nc","Texas A&M CommerceFort Wayne11-12",2024,"home","Fort Wayne","Texas A&M Commerce"
"446",2023-11-12,"nc","Chicago St.Southern Indiana11-12",2024,"home","Southern Indiana","Chicago St."
"447",2023-11-12,"nc","ElonNorth Dakota11-12",2024,"home","North Dakota","Elon"
"448",2023-11-12,"nc","Eastern WashingtonCincinnati11-12",2024,"home","Cincinnati","Eastern Washington"
"449",2023-11-12,"nc","LafayettePepperdine11-12",2024,"home","Pepperdine","Lafayette"
"450",2023-11-12,"nc","Idaho St.Iowa St.11-12",2024,"home","Iowa St.","Idaho St."
"451",2023-11-12,"nond1","BardColumbia11-12",2024,"home","Columbia","Bard"
"452",2023-11-12,"nc","North Carolina CentralGeorgia11-12",2024,"home","Georgia","North Carolina Central"
"453",2023-11-12,"nond1","North Central (MN)St. Thomas11-12",2024,"home","St. Thomas","North Central (MN)"
"454",2023-11-12,"nc","UC RiversidePortland11-12",2024,"home","Portland","UC Riverside"
"455",2023-11-12,"nc","LehighNorth Carolina11-12",2024,"home","North Carolina","Lehigh"
"456",2023-11-12,"nc","Air ForceDelaware11-12",2024,"home","Delaware","Air Force"
"457",2023-11-12,"nond1","CarolinaUUSC Upstate11-12",2024,"home","USC Upstate","CarolinaU"
"458",2023-11-12,"nond1","Penn St.-Wilkes BarreMorgan St.11-12",2024,"home","Morgan St.","Penn St.-Wilkes Barre"
"459",2023-11-12,"nc","San FranciscoBoise St.11-12",2024,"home","Boise St.","San Francisco"
"460",2023-11-12,"nc","San Jose St.Texas Tech11-12",2024,"home","Texas Tech","San Jose St."
"461",2023-11-12,"nc","BryantRutgers11-12",2024,"home","Rutgers","Bryant"
"462",2023-11-12,"nond1","East. MennoniteRadford11-12",2024,"home","Radford","East. Mennonite"
"463",2023-11-12,"nond1","KeystoneBinghamton11-12",2024,"home","Binghamton","Keystone"
"464",2023-11-12,"nond1","FriendsWichita St.11-12",2024,"home","Wichita St.","Friends"
"465",2023-11-13,"nc","UC Santa BarbaraUTEP11-13",2024,"home","UTEP","UC Santa Barbara"
"466",2023-11-13,"nc","Arkansas Pine BluffCentral Arkansas11-13",2024,"home","Central Arkansas","Arkansas Pine Bluff"
"467",2023-11-13,"nc","Central MichiganFlorida St.11-13",2024,"home","Florida St.","Central Michigan"
"468",2023-11-13,"nc","FIUMiami FL11-13",2024,"home","Miami FL","FIU"
"469",2023-11-13,"nc","XavierPurdue11-13",2024,"home","Purdue","Xavier"
"470",2023-11-13,"nc","VillanovaPenn11-13",2024,"home","Penn","Villanova"
"471",2023-11-13,"nc","RiderNebraska11-13",2024,"home","Nebraska","Rider"
"472",2023-11-13,"nc","SouthernArizona11-13",2024,"home","Arizona","Southern"
"473",2023-11-13,"nc","Oral RobertsMissouri St.11-13",2024,"home","Missouri St.","Oral Roberts"
"474",2023-11-13,"nond1","IITNorthern Illinois11-13",2024,"home","Northern Illinois","IIT"
"475",2023-11-13,"nc","North FloridaSouth Carolina St.11-13",2024,"home","South Carolina St.","North Florida"
"476",2023-11-13,"nc","SienaAmerican11-13",2024,"home","American","Siena"
"477",2023-11-13,"nc","HamptonNorfolk St.11-13",2024,"home","Norfolk St.","Hampton"
"478",2023-11-13,"nond1","BresciaTennessee Martin11-13",2024,"home","Tennessee Martin","Brescia"
"479",2023-11-13,"nond1","SUNY CantonLe Moyne11-13",2024,"home","Le Moyne","SUNY Canton"
"480",2023-11-13,"nc","The CitadelPresbyterian11-13",2024,"home","Presbyterian","The Citadel"
"481",2023-11-13,"nc","MichiganSt. John's11-13",2024,"home","St. John's","Michigan"
"482",2023-11-13,"nc","South Dakota St.Kansas St.11-13",2024,"home","Kansas St.","South Dakota St."
"483",2023-11-13,"nc","LIU BrooklynPepperdine11-13",2024,"home","Pepperdine","LIU Brooklyn"
"484",2023-11-13,"nond1","La VerneUC San Diego11-13",2024,"home","UC San Diego","La Verne"
"485",2023-11-13,"nc","VMISouth Carolina11-13",2024,"home","South Carolina","VMI"
"486",2023-11-13,"nc","Western CarolinaMiddle Tennessee11-13",2024,"home","Middle Tennessee","Western Carolina"
"487",2023-11-13,"nc","Stony BrookDuquesne11-13",2024,"home","Duquesne","Stony Brook"
"488",2023-11-13,"nond1","JWU (Charlotte)Charleston Southern11-13",2024,"home","Charleston Southern","JWU (Charlotte)"
"489",2023-11-13,"nond1","Framingham St.Central Connecticut11-13",2024,"home","Central Connecticut","Framingham St."
"490",2023-11-13,"nc","East Tennessee St.Butler11-13",2024,"home","Butler","East Tennessee St."
"491",2023-11-13,"nc","SIU EdwardsvilleMissouri11-13",2024,"home","Missouri","SIU Edwardsville"
"492",2023-11-13,"nond1","Dallas ChristianTexas A&M Corpus Chris11-13",2024,"home","Texas A&M Corpus Chris","Dallas Christian"
"493",2023-11-13,"nc","Cal St. BakersfieldCalifornia11-13",2024,"home","California","Cal St. Bakersfield"
"494",2023-11-13,"nc","StetsonHouston11-13",2024,"home","Houston","Stetson"
"495",2023-11-13,"nond1","Hannibal-La GrangeLindenwood11-13",2024,"home","Lindenwood","Hannibal-La Grange"
"496",2023-11-13,"nc","Florida Gulf CoastPittsburgh11-13",2024,"home","Pittsburgh","Florida Gulf Coast"
